Cities,Lat,Lon
"Winter Springs, FL",28.693322000000002,-81.28850956
"Lititz, PA",40.1571324,-76.307162
"Cleveland, TX",30.3414794,-95.0900115
"Prairieville, LA",30.3122527,-90.9497329
"Urbana, IL",40.1117174,-88.207301
"Rockwall, TX",32.8923464,-96.4066987
"Lake Oswego, OR",45.4206749,-122.670649
"Northville, MI",42.4310816,-83.4832339
"Eureka, CA",40.7906871,-124.1673746
"Austell, GA",33.8126059,-84.6343783
"Wahiawa, HI",21.5010609,-158.0211735
"Oxford, MS",34.3663773,-89.5187664
"East Providence, RI",41.8194081,-71.376257
"Potomac, MD",39.0180508,-77.19563314
"Jonesboro, GA",33.5215013,-84.3538128
"Alvin, TX",29.4238472,-95.2441009
"Evesham Township, NJ",39.851752,-74.89174118
"Palm Springs, CA",33.8246269,-116.540303
"Thibodaux, LA",29.7957633,-90.822871
"Los Banos, CA",37.0592253,-120.8505342
"Watertown, NY",43.9747838,-75.9107565
"Williamsport, PA",41.2493292,-77.0027671
"North Bethesda, MD",39.04064995,-77.12338891
"Auburn, CA",38.8945939,-121.0739897
"Brentwood, TN",36.0325687,-86.7825235
"Rockledge, FL",28.330831,-80.7349162
"Jeffersonville, IN",38.2770227,-85.7371604
"Hinesville, GA",31.8477347,-81.5960705
"Elkton, MD",39.6065073,-75.8330934
"Morristown, NJ",40.7970382,-74.4809868
"Yorktown, VA",37.235665499999996,-76.51364951
"Arlington, MA",42.4153739,-71.1564428
"Chesterfield, MO",38.661953,-90.5643258
"Hackensack, NJ",40.8871438,-74.0410865
"Attleboro, MA",41.9438129,-71.2806515
"Nicholasville, KY",37.8806341,-84.5729961
"Papillion, NE",41.1544433,-96.0422378
"Waianae, HI",21.4454875,-158.1878239
"Egg Harbor Township, NJ",39.3820672,-74.6171489
"Lakeside, CA",44.63841495,-63.69803571
"Richmond, IN",39.8286897,-84.8898521
"Winder, GA",33.9919085,-83.7184368
"Lake Mary, FL",28.7562749,-81.322093
"Fairfield, OH",39.7886111,-82.6418883
"Moorhead, MN",46.8739081,-96.7538674
"Muskogee, OK",35.6630196,-95.3927706
"Converse, TX",29.5180081,-98.3161241
"Cleveland Heights, OH",41.5200518,-81.556235
"Herriman, UT",40.5139784,-112.0329086
"Peachtree Corners, GA",33.9701009,-84.2215869
"Lancaster, TX",32.5920798,-96.7561083
"North Augusta, SC",33.4943487,-81.9705909
"Burlington, VT",44.4761601,-73.212906
"Euclid, OH",41.5931049,-81.5267873
"Belton, TX",31.0560132,-97.464453
"El Dorado Hills, CA",38.6561185,-121.0743265
"Los Lunas, NM",34.8142093,-106.7613067
"Brunswick, OH",41.2456819,-81.8275398
"Arlington, WA",48.1810957,-122.1389548
"Panama City Beach, FL",30.1765914,-85.805386
"Pine Bluff, AR",34.2157064,-92.0140402
"Middletown, DE",39.4497639,-75.7166345
"Bridgewater Township, NJ",40.5931225,-74.604954
"Irwin, PA",40.3301738,-79.7093339
"Bountiful, UT",40.8894611,-111.8804817
"Phoenixville, PA",40.1303822,-75.5149128
"Haltom City, TX",32.7995738,-97.2691817
"Covington, KY",39.0831712,-84.5107548
"Dekalb, IL",41.8903447,-88.7713953
"Thomasville, NC",35.8831786,-80.081817
"Rancho Santa Margarita, CA",33.6408845,-117.6029341
"Patchogue, NY",40.7656539,-73.0151084
"Merritt Island, FL",28.3581193,-80.6968385
"Rowland Heights, CA",33.9761238,-117.905339
"Coraopolis, PA",40.5184013,-80.1667247
"Moline, IL",41.5058344,-90.5136642
"Oakland Park, FL",28.8038804,-81.6772975
"Spanish Fork, UT",40.1150133,-111.6547774
"Wenatchee, WA",47.4234599,-120.310349
"Northport, AL",33.2292976,-87.5771286
"Riverton, UT",40.5179761,-111.9393701
"Mt Laurel Township, NJ",39.934002,-74.8909988
"Mount Pleasant, MI",33.1570582,-94.9694007
"Moses Lake, WA",47.1301417,-119.278077
"Owasso, OK",36.2659698,-95.8548557
"Ocoee, FL",28.5694468,-81.5441944
"Fairburn, GA",33.5670562,-84.5810418
"Hamburg, NY",42.716293,-78.828717
"Wallingford, CT",41.461612,-72.8227503
"Burke, VA",38.778416,-77.27496377
"Fenton, MO",38.5131989,-90.4400578
"Clovis, NM",34.405472,-103.2050709
"Fair Oaks, CA",38.642897000000005,-121.2462453
"Pittsfield, MA",42.4484778,-73.2541069
"Burleson, TX",30.4764878,-96.6353488
"Tolleson, AZ",33.4500497,-112.259309
"Orangeburg, SC",33.4918203,-80.8556476
"Raeford, NC",34.9809996,-79.2241998
"Walla Walla, WA",46.2055155,-118.5174284
"Fairport, NY",43.0993,-77.443014
"Concord, NH",43.207178,-71.537476
"Windsor Mill, MD",39.3328346,-76.7594551
"Oswego, IL",41.6834778,-88.3525714
"Hephzibah, GA",33.3140311,-82.0967857
"North Tonawanda, NY",43.0407742,-78.8660527
"Madison, MS",32.6308318,-90.0040817
"Linden, NJ",40.6220478,-74.2445902
"Saint Charles, IL",47.7914638,-2.0094532
"Cumberland, MD",39.6526498,-78.762383
"North Lauderdale, FL",26.217305,-80.2258811
"Oro Valley, AZ",32.4000525,-110.955317
"San Pablo, CA",37.9621457,-122.3455263
"Brooksville, FL",28.5552719,-82.3878709
"Cutler Bay, FL",25.5783,-80.3377
"Woonsocket, RI",42.0028761,-71.5147839
"Hudson, FL",28.358140499999998,-82.69200499
"Cape Girardeau, MO",37.3034933,-89.5230357
"Somerset, KY",37.0920222,-84.6041084
"Leominster, MA",42.5267443,-71.7614891
"Kent, OH",41.1513108,-81.3578047
"Gonzales, LA",30.2385294,-90.9200987
"Avon, IN",39.7628227,-86.3997168
"Bear, DE",39.6292788,-75.6582628
"Sewell, NJ",39.7665029,-75.1443435
"Hillsborough Township, NJ",40.5052296,-74.6732941
"Monrovia, CA",34.1483499,-118.0014517
"North Brunswick Township, NJ",40.445601350000004,-74.489296
"Monroe, GA",33.0142344,-83.9044159
"The Colony, TX",33.0890094,-96.8863922
"Coppell, TX",32.9552598,-97.0155703
"Fitchburg, MA",42.5854371,-71.8046023
"Opelika, AL",32.6454116,-85.3782795
"Russellville, AR",35.2784173,-93.1337856
"Campbell, CA",37.2870626,-121.944881
"Marion, IA",41.3144108,-93.1010141
"Los Gatos, CA",37.226611,-121.9746797
"Greeneville, TN",36.1631575,-82.8309861
"San Bruno, CA",37.6248536,-122.4145986
"Pahrump, NV",36.2087301,-115.984614
"Milton, GA",34.1135408,-84.2695169
"Northbrook, IL",42.128704,-87.8265089
"Salem, MA",42.5195292,-70.8967226
"Grovetown, GA",33.4504157,-82.1981764
"Tonawanda, NY",43.020679,-78.878383
"Menlo Park, CA",37.4519671,-122.177992
"Beloit, WI",42.5083272,-89.031784
"Essex, MD",39.301058999999995,-76.44248694
"Carol Stream, IL",41.9125286,-88.1347927
"Danville, IL",40.125222,-87.6304614
"Perrysburg, OH",41.5571178,-83.6279321
"North Miami Beach, FL",25.9331488,-80.1625463
"Billerica, MA",42.5584264,-71.268947
"Collegeville, PA",40.1856597,-75.451571
"Bullhead City, AZ",35.1477774,-114.568298
"District Heights, MD",38.8622077,-76.8815207
"Bartlesville, OK",36.7421089,-95.9528877
"Milledgeville, GA",33.0801429,-83.2320991
"Oakley, CA",37.9974219,-121.7124536
"Gaffney, SC",35.0717945,-81.6498195
"Great Neck, NY",40.8006567,-73.7284647
"Greenacres, FL",26.62939425,-80.13655175
"Fenton, MI",38.5131989,-90.4400578
"Moncks Corner, SC",33.1960027,-80.0131374
"Brownsburg, IN",39.8436954,-86.3970115
"Cibolo, TX",29.5707831,-98.2330927
"Keller, TX",32.9299655,-97.2271249
"Kearny, NJ",40.7684342,-74.1454214
"Marlborough, MA",42.3459271,-71.5522874
"Woodinville, WA",47.7545827,-122.1588902
"Redmond, OR",44.2726203,-121.173921
"Hicksville, NY",40.7681926,-73.5238207
"Urbandale, IA",41.6274511,-93.7380243
"Maplewood, MN",45.0082216,-93.0456985
"Bartlett, IL",41.9908485,-88.1850028
"Casselberry, FL",28.654276,-81.32379075
"Friendswood, TX",29.5293998,-95.2010447
"Teaneck, NJ",40.8860164,-74.0072568
"Shelton, CT",41.3203066,-73.0836342
"Lebanon, OH",39.4353373,-84.2029922
"Taylors, SC",34.91378685,-82.29272214
"Winchester, CA",33.7068274,-117.084388
"Montclair, NJ",40.8164458,-74.2210643
"Hallandale, FL",25.98584285,-80.14118351
"Middle River, MD",39.3342745,-76.4394057
"Marana, AZ",32.4483736,-111.211475
"Tupelo, MS",34.2576067,-88.7033859
"Painesville, OH",41.7244885,-81.245657
"Aiea, HI",21.385865850000002,-157.9239882
"Upper Darby, PA",39.9284459,-75.2737955
"Hyattsville, MD",38.9529442,-76.9408647
"Clifton Park, NY",42.8631868,-73.7812103
"Woburn, MA",42.4792618,-71.1522766
"Brighton, CO",39.983721,-104.8110775
"New Berlin, WI",42.976453,-88.1090391
"Lutherville Timonium, MD",39.423629950000006,-76.6209151
"Culver City, CA",34.0211224,-118.396466
"Kerrville, TX",30.048469,-99.1399464
"Calhoun, GA",31.5311784,-84.614328
"Kailua Kona, HI",19.641941,-155.996933
"Streamwood, IL",42.0255827,-88.1784085
"Eagle Mountain, UT",40.3093488,-112.0119825
"Sahuarita, AZ",31.9575305,-110.9556645
"Old Bridge, NJ",40.3913195,-74.3328038
"Nottingham, MD",39.3639964,-76.4521842
"Hixson, TN",35.1414606,-85.1746774
"Germantown, TN",35.0867577,-89.8100858
"New Hyde Park, NY",40.7352157,-73.6883239
"Dunnellon, FL",29.0491426,-82.4609331
"Holly Springs, NC",35.6512655,-78.8336218
"Duncanville, TX",32.6518004,-96.9083366
"Hurst, TX",32.8234621,-97.1705678
"Martinez, GA",33.5185135,-82.09020822
"Norwich, CT",41.53811715,-72.08038405
"Copperas Cove, TX",31.124062,-97.9030785
"Golden, CO",39.7546349,-105.22058
"Park Ridge, IL",42.0112329,-87.8406031
"Bessemer, AL",33.4017766,-86.954437
"Jacksonville, AR",34.8662005,-92.1101458
"Indian Trail, NC",35.0768141,-80.6692352
"Lincolnton, NC",35.473745,-81.2545251
"Howell, NJ",40.1413032,-74.2236618
"Chelsea, MA",42.3912241,-71.0369301
"Harvey, LA",29.886311,-90.06706309
"Reynoldsburg, OH",39.9547861,-82.8121191
"Lincoln Park, MI",42.2505943,-83.1785361
"Aventura, FL",25.9653698,-80.1428234
"Wheeling, WV",40.0639616,-80.7209149
"Rohnert Park, CA",38.3396367,-122.701098
"Fort Lee, NJ",40.8509333,-73.9701382
"Englewood, CO",39.6482059,-104.9879641
"Clover, SC",35.1112886,-81.2265808
"Manor, TX",30.3420882,-97.555905
"Roy, UT",41.1715361,-112.0273739
"Sulphur, LA",30.2365943,-93.3773783
"Amherst, MA",42.3731948,-72.5198761
"Elizabeth City, NC",36.3010192,-76.2203699
"Auburn, NY",42.9320202,-76.5672029
"Hampton, GA",33.3870578,-84.2829784
"Rancho Palos Verdes, CA",33.7483311,-118.3707683
"Merrillville, IN",41.4828144,-87.3328139
"Pickerington, OH",39.8842304,-82.7535049
"Atwater, CA",45.4897865,-73.5863426
"Fairborn, OH",39.8208998,-84.0193858
"Villa Rica, GA",33.732052,-84.9191081
"Mundelein, IL",42.263079,-88.0039653
"Ellenwood, GA",33.6101096,-84.287978
"Saratoga Springs, NY",43.0821793,-73.7853915
"Tucker, GA",33.8532701,-84.2200729
"Bristol, TN",36.5945034,-82.1885212
"Odenton, MD",39.065778800000004,-76.68761691
"Bettendorf, IA",41.5253792,-90.5098639
"Stevens Point, WI",44.5234467,-89.5844457
"La Vergne, TN",36.0156178,-86.5819394
"Braintree, MA",42.2205956,-71.0041229
"Groton, CT",41.3501598,-72.0761998
"Romeoville, IL",41.6475306,-88.0895061
"Rockford, MI",42.2713945,-89.093966
"Buffalo Grove, IL",42.1544205,-87.9589621
"Bowling Green, OH",41.3747744,-83.6513229
"Holyoke, MA",42.2071184,-72.6075851
"Plymouth, MI",42.7369124,-96.2213607
"Shrewsbury, MA",42.2960187,-71.71351
"Westfield, IN",40.0428151,-86.1274888
"Cullman, AL",34.1335332,-86.8779268
"Salem, VA",37.293198,-80.0556773
"Scarsdale, NY",40.9880495,-73.7974133
"Ronkonkoma, NY",40.803529,-73.124548
"Moorpark, CA",34.285558,-118.8820414
"East Point, GA",33.6795531,-84.4393724
"Tifton, GA",31.4549719,-83.5108284
"Glen Ellyn, IL",41.8775293,-88.0670118
"Cottage Grove, MN",44.8277446,-92.9438218
"McMinnville, OR",45.2100367,-123.194463
"Canonsburg, PA",40.2588431,-80.186732
"Media, PA",39.9167783,-75.387693
"Kearney, NE",40.4906216,-98.9472344
"Beverly, MA",42.5489744,-70.8781883
"Alamogordo, NM",32.8998822,-105.9602081
"Miamisburg, OH",39.6428362,-84.2866083
"Greenville, TX",33.1384488,-96.1108066
"Port Huron, MI",42.9760854,-82.4333742
"Hutto, TX",30.5427638,-97.5468898
"Midlothian, TX",32.482361,-96.9944489
"Pineville, LA",31.3224044,-92.4343035
"Greenfield, WI",42.9596903,-87.98132
"West Fargo, ND",46.874967,-96.900362
"La Quinta, CA",33.66178825,-116.2777091
"Eustis, FL",28.8527675,-81.6853534
"Baldwinsville, NY",43.158679,-76.33271
"Portage, IN",41.5758708,-87.1761455
"Pacifica, CA",37.5980374,-122.4995234
"Ramona, CA",33.0417112,-116.8680821
"Marysville, CA",39.1457247,-121.5913516
"Mableton, GA",33.8188333,-84.5822632
"Leavenworth, KS",39.2147095,-95.0620347
"Belleville, NJ",40.7937116,-74.1501438
"Lorton, VA",38.700202000000004,-77.23953598
"Trumbull, CT",41.343636950000004,-72.09348644
"Shawnee, OK",35.3272928,-96.9253004
"Claremont, CA",34.0966764,-117.7197785
"Montclair, CA",34.0775104,-117.6897776
"Rock Island, IL",41.4411786,-90.5766144
"Powell, OH",40.1578403,-83.0751869
"San Juan Capistrano, CA",33.5016932,-117.6625509
"Elkridge, MD",39.2128338,-76.7137155
"Riviera Beach, FL",26.784343,-80.0650293
"Placerville, CA",38.7296252,-120.798546
"Richfield, MN",44.8766431,-93.2877877
"Spotsylvania, VA",38.1880936,-77.6741751
"Atlantic City, NJ",39.3642852,-74.4229351
"Gainesville, VA",38.795479,-77.6125977
"Camas, WA",45.5863014,-122.403277
"Oak Harbor, WA",48.2931559,-122.643224
"Huber Heights, OH",39.85902405,-84.11141952
"Northglenn, CO",39.9100858,-104.987552
"Reisterstown, MD",39.4695489,-76.8294213
"Royal Palm Beach, FL",26.7050822,-80.2279519
"Irmo, SC",34.08846885,-81.18021014
"Wheeling, IL",42.138889,-87.9310944
"Batavia, OH",39.0770072,-84.1768795
"Peachtree City, GA",33.3975472,-84.5898256
"Hanover Park, IL",41.9994722,-88.1450735
"College Park, MD",38.980666,-76.9369189
"Staunton, VA",38.1495947,-79.072557
"Flowery Branch, GA",34.1851017,-83.9251809
"Lewiston, ME",44.1004515,-70.2150294
"Cabot, AR",34.974532,-92.0165336
"Kingston, NY",41.9287812,-74.0023702
"Lake Wales, FL",27.9014133,-81.5859099
"Battle Ground, WA",45.7813532,-122.5337433
"Cordova, TN",35.1556451,-89.7761955
"Natick, MA",42.2836393,-71.346996
"Blackwood, NJ",39.799232,-75.06416988
"Wappingers Falls, NY",41.5965635,-73.9112103
"Ladson, SC",32.9857275,-80.1098123
"Andover, MA",42.65717,-71.1408776
"Palestine, TX",31.7621153,-95.6307891
"Camp Hill, PA",40.2398118,-76.9199742
"Chelmsford, MA",42.5968617,-71.3517602
"Adelanto, CA",34.5827699,-117.409215
"Wildwood, MO",38.5806948,-90.6314374
"Marysville, OH",40.2364486,-83.3671432
"Commerce, MI",34.003218,-118.1541961
"Buda, TX",30.082475,-97.8417144
"Fernandina Beach, FL",30.6696818,-81.4625919
"Laramie, WY",41.311367,-105.591101
"Arnold, MO",38.4226711,-90.3758287
"Quakertown, PA",40.4417682,-75.3415667
"Roseville, MN",45.0060767,-93.1566107
"Enterprise, AL",31.3151708,-85.8552161
"Morrisville, NC",35.824341,-78.8300321
"Mebane, NC",36.0959715,-79.2669619
"Troy, OH",40.0394982,-84.2032767
"Havertown, PA",39.9809452,-75.3085201
"Carpentersville, IL",42.1211364,-88.2578582
"North Canton, OH",40.875891,-81.4023356
"Upper Arlington, OH",39.9945084,-83.0624078
"Lewiston, ID",46.4195913,-117.0216144
"Egypt Lake-Leto, FL",28.0167465,-82.5059159
"Cumberland, RI",41.9667656,-71.4328363
"Searcy, AR",35.9018987,-92.7098744
"Westmont, CA",33.9414035,-118.3022963
"Newburgh, IN",37.9456824,-87.4046571
"Franklin, WI",42.888627,-88.0384276
"Magnolia, TX",30.2095594,-95.7507897
"Halethorpe, MD",39.2398292,-76.6802471
"Foley, AL",30.4065868,-87.6835974
"Sonoma, CA",38.5110803,-122.8473388
"Altadena, CA",34.1898584,-118.1316619
"Lemoore, CA",36.3006495,-119.7827122
"New Smyrna Beach, FL",29.0258132,-80.9271271
"West Hollywood, CA",34.0923014,-118.3692894
"Plainfield, IN",39.703872,-86.399477
"Wildomar, CA",33.5939372,-117.2414989
"Mount Vernon, VA",38.710179,-77.08881985
"Oak Creek, WI",42.898729,-87.9177966
"Golden Glades, FL",25.9105056,-80.20526871
"Pleasant Grove, UT",40.3640349,-111.7386884
"De Pere, WI",44.4493584,-88.0599986
"Midvale, UT",40.6149174,-111.9106607
"Seneca, SC",34.6865321,-82.9527288
"Torrington, CT",41.81676085,-73.11080348
"Cedar Falls, IA",42.5361805,-92.447758
"Greater Carrollwood, FL",,
"Coventry, RI",41.7000996,-71.6828444
"Willis, TX",30.4241219,-95.4796587
"Pearl City, HI",21.4001231,-157.969428
"Pullman, WA",46.7304268,-117.173895
"Watertown, MA",42.3652518,-71.1843236
"Pleasant Hill, CA",37.9479786,-122.0607963
"Montrose, CO",38.4375391,-108.2403855
"Kearns, UT",40.6528603,-112.004618
"North Ridgeville, OH",41.3894905,-82.0190321
"San Juan, TX",26.1892409,-98.1552872
"Security-Widefield, CO",38.748717400000004,-104.7115901
"Glastonbury, CT",41.7148499,-72.6077753
"Poplar Bluff, MO",36.7568327,-90.3957115
"Shelton, WA",47.2150945,-123.100706
"Warsaw, IN",41.2381017,-85.8530544
"Randolph, MA",42.1618005,-71.0424838
"Gurnee, IL",42.3702996,-87.9020186
"Lafayette, CO",39.9935959,-105.089705
"Fairhope, AL",30.5231647,-87.9028458
"Tooele, UT",40.4062872,-113.1966394
"Barstow, CA",34.8986215,-117.0244313
"Ambler, PA",40.1545535,-75.2215651
"Lauderdale Lakes, FL",26.1667184,-80.2085565
"Porter, TX",30.1024397,-95.2296553
"Hope Mills, NC",34.9704419,-78.9453056
"Orange, TX",30.1228634,-93.9041169
"Athens, OH",39.355589,-82.0610404
"Durango, CO",37.2395367,-107.8215818
"El Mirage, AZ",33.6130338,-112.324486
"Denison, TX",33.7556593,-96.536658
"Inver Grove Heights, MN",44.8479039,-93.0428119
"Prior Lake, MN",44.7133271,-93.4226873
"Calumet City, IL",41.616016,-87.5295837
"Temple City, CA",34.1082994,-118.0577568
"Stow, OH",41.1596261,-81.4406258
"University City, MO",38.6569083,-90.3103443
"Auburndale, FL",28.0653422,-81.7888642
"University Place, WA",47.2258172,-122.5371325
"Sand Springs, OK",36.1394339,-96.1100025
"Franklin, IN",39.4149034,-85.0563234
"Vestavia Hills, AL",33.4487989,-86.7879492
"Litchfield Park, AZ",33.4933796,-112.358124
"Hilton Head Island, SC",32.1618488,-80.7512616
"Leawood, KS",38.966673,-94.6169012
"Tarpon Springs, FL",28.1470965,-82.756367
"Ruston, LA",32.5297498,-92.6386604
"Butte, MT",46.0131505,-112.536508
"Severn, MD",39.1354665,-76.70062378
"Los Altos, CA",37.3790629,-122.116578
"Alliance, OH",40.9153362,-81.1059309
"Parkland, FL",26.3100794,-80.23727
"Huntington, NY",40.868154,-73.425676
"Thomasville, GA",30.8365815,-83.9787808
"Derry, NH",42.8808677,-71.3264492
"Shelby, NC",35.2923513,-81.5356463
"Lexington, MA",42.4473175,-71.2245003
"Warrenton, VA",38.7135498,-77.795367
"Angleton, TX",29.16941,-95.4318847
"Neptune Township, NJ",40.2239981,-74.0478216
"Banning, CA",33.9255685,-116.875289
"Oswego, NY",43.4112973,-76.1279841
"Ossining, NY",41.1613168,-73.8620367
"Chester, PA",39.9829308,-75.7652424
"Manhattan Beach, CA",33.8915985,-118.3951241
"Winona, MN",43.9582272,-91.7807784
"Westlake, OH",41.4553232,-81.9179174
"Williston, ND",48.1465457,-103.621814
"Eastpointe, MI",42.4683698,-82.9554746
"North Providence, RI",41.8500997,-71.4661703
"Oakdale, CA",37.787351349999994,-120.8197254
"Bastrop, TX",30.0541116,-97.3887764
"Culpeper, VA",38.4912207,-77.9618216
"Niles, IL",42.0289319,-87.8122348
"Cottonwood Heights, UT",40.613474,-111.8256464
"Woodstock, IL",42.3147529,-88.4474302
"Elizabethton, TN",36.3487756,-82.2107617
"Foster City, CA",37.5600336,-122.2688522
"Orange, NJ",40.7706562,-74.2326463
"Keizer, OR",44.9969,-123.0266267
"San Dimas, CA",34.1065404,-117.8069361
"Ukiah, CA",39.1501662,-123.2077861
"Milford, OH",39.174625,-84.2958988
"Ozark, MO",36.6467816,-92.4575198
"Florence, AZ",33.0314508,-111.387343
"Sherwood, AR",34.8150907,-92.2243153
"Collinsville, IL",38.6703267,-89.9845476
"Van Buren, AR",35.5759086,-92.4916144
"Huntington Station, NY",40.8534318,-73.4115091
"Abingdon, MD",39.4623305,-76.2791236
"Fountain, CO",38.682219,-104.7008056
"Elk Grove Village, IL",42.0087978,-87.9414608
"Brooklyn Center, MN",45.0748543,-93.3296296
"Navarre, FL",30.4019789,-86.8700821
"Waxhaw, NC",34.9248125,-80.7440174
"Dumfries, VA",38.5676202,-77.3280382
"West Little River, FL",25.858283399999998,-80.24091697
"American Fork, UT",40.3768064,-111.7959146
"La Verne, CA",34.1008426,-117.7678355
"Eagle, ID",43.6954424,-116.3540138
"Dunedin, FL",28.0116627,-82.7893788
"Franklin, MA",42.5896205,-72.6110645
"Inman, SC",35.047841,-82.0906082
"Dana Point, CA",33.4669721,-117.6981075
"Maple Valley, WA",47.3664231,-122.0437127
"Montgomery Village, MD",39.175284,-77.20712139
"Ridgecrest, CA",35.6206924,-117.672097
"Beverly Hills, CA",34.0696501,-118.3963062
"Bristow, VA",38.7233263,-77.5365669
"Bay City, MI",43.5944677,-83.8888648
"Sun Prairie, WI",43.1834579,-89.2134359
"Happy Valley, OR",45.428679,-122.497174
"Piedmont, SC",34.7105655,-82.45761194
"Dover, NH",43.1981117,-70.8739761
"Pearl, MS",32.2735792,-90.127881
"Terrell, TX",30.1990738,-102.0974881
"Bartow, FL",27.8963791,-81.8431567
"Murrells Inlet, SC",33.547481000000005,-79.06400576
"Sylvania, OH",41.7189392,-83.7129935
"Matawan, NJ",40.41483,-74.2295891
"Richmond Hill, GA",31.9382381,-81.3035515
"Estero, FL",26.4381474,-81.8067537
"Dracut, MA",42.6687673,-71.3034107
"Wheat Ridge, CO",39.766098,-105.0772063
"Ephrata, PA",40.1799111,-76.1789242
"Rochester, NH",43.3050631,-70.9753629
"Orangevale, CA",38.6840715,-121.218399
"Clemmons, NC",36.0215258,-80.3819984
"Laguna Hills, CA",33.5948758,-117.6882067
"Knightdale, NC",35.7878975,-78.4822938
"Granite City, IL",38.7014389,-90.1487199
"Rosharon, TX",29.3521203,-95.460341
"Cranberry Township, PA",40.7099343,-80.1060506
"Pataskala, OH",39.9955726,-82.6742373
"Garfield, NJ",40.8814882,-74.113198
"Seaside, CA",36.62593,-121.816926
"Anniston, AL",33.6624824,-85.8283224
"Saratoga, CA",37.2638324,-122.0230146
"Farmers Branch, TX",32.9265668,-96.8960916
"Ballston Spa, NY",43.0009087,-73.8490111
"Prosper, TX",33.2385763,-96.7866058
"Burlingame, CA",37.5780965,-122.3473099
"Wadsworth, OH",41.0256101,-81.7298519
"Lawndale, CA",33.8885217,-118.3531991
"Nixa, MO",37.0439358,-93.3098534
"North Olmsted, OH",41.4156025,-81.9234726
"Needham, MA",42.2802645,-71.2360624
"Bangor, ME",44.8016255,-68.7713289
"Randallstown, MD",39.3676844,-76.7954545
"Deer Park, TX",29.7052284,-95.1238204
"Chillum, MD",38.9637218,-76.9908093
"Woodburn, OR",45.143731,-122.8553725
"Arroyo Grande, CA",35.1235374,-120.5785796
"Princeton, WV",37.366328,-81.1026607
"Edwardsville, IL",38.8114364,-89.953157
"Drexel Hill, PA",39.9470567,-75.2921301
"Jonesborough, TN",36.2944928,-82.4734089
"Inverness, FL",28.8358176,-82.3303715
"Seatac, WA",47.4449086,-122.283084
"Cooper City, FL",26.0474608,-80.27384418
"Woodridge, IL",41.7563344,-88.045559
"Sugar Hill, GA",34.1064895,-84.0335197
"Harker Heights, TX",31.0746347,-97.6590473
"Marquette, MI",46.4481521,-87.6305899
"West Bend, WI",43.4252776,-88.1834277
"Holladay, UT",40.6710765,-111.8250278
"Rolla, MO",37.9509324,-91.7708076
"Olivehurst, CA",39.079781999999994,-121.5441842
"Eagle River, AK",61.3154099,-149.561315
"Atascadero, CA",35.4894169,-120.6707255
"Ponchatoula, LA",30.4388041,-90.4414762
"Watertown, WI",43.194335,-88.7241822
"Brownstown, MI",38.995878,-88.9528394
"Wetumpka, AL",32.5379132,-86.2045206
"Alabaster, AL",33.2442813,-86.8163773
"Lawrence Township, NJ",40.2774754,-74.7296047
"Channelview, TX",29.7760599,-95.1146533
"Naugatuck, CT",41.4928044,-73.0521981
"Boone, NC",36.2187873,-81.684004
"Elizabethtown, PA",40.153364,-76.6042521
"Locust Grove, GA",33.3459495,-84.109083
"North Andover, MA",42.6839894,-71.1127065
"La Porte, TX",29.6657838,-95.0193729
"Ashland, OH",40.7887367,-82.2360391
"Norwood, MA",42.194543,-71.1994976
"Greenfield, IN",39.7855096,-85.7681979
"Livingston, NJ",40.7959335,-74.3148713
"Aliquippa, PA",40.6102386,-80.267726
"Zionsville, IN",39.950724,-86.2616968
"Waynesboro, PA",39.7557827,-77.5776512
"East Northport, NY",40.8767648,-73.3245614
"Sapulpa, OK",36.0005035,-96.1049612
"Shingle Springs, CA",38.671386999999996,-120.9405447
"Daphne, AL",30.6035255,-87.9036047
"Schertz, TX",29.5641617,-98.2695702
"Clearfield, UT",41.1135837,-112.0244841
"Crowley, TX",32.5782835,-97.3609829
"Syracuse, UT",41.0895938,-112.0638903
"Flemington, NJ",40.5130953,-74.8591333
"Waynesboro, VA",38.0686668,-78.8893999
"Poulsbo, WA",47.7391366,-122.63928
"Southlake, TX",32.9412363,-97.1341783
"Glenside, PA",40.103196,-75.15155345
"Newtown, PA",40.65265335,-76.34497351
"Hopewell, VA",37.3043154,-77.2872001
"Beltsville, MD",39.0299081,-76.9149547
"Tewksbury, MA",42.6106479,-71.2342248
"Lebanon, OR",44.5363364,-122.9072329
"Dawsonville, GA",34.4212053,-84.1190804
"Zeeland, MI",42.8124349,-86.0288167
"San Carlos, CA",37.504936,-122.261823
"Red Bluff, CA",40.1784279,-122.235923
"New Caney, TX",30.155216,-95.2113221
"Ellensburg, WA",46.9970635,-120.545122
"Cedar City, UT",37.6774238,-113.061827
"Lake Jackson, TX",29.0338575,-95.4343859
"Woodway, TX",31.5059105,-97.2050856
"Voorhees Township, NJ",39.8512162,-74.9619779
"Aldie, VA",38.975841,-77.64604767
"West Linn, OR",45.3656761,-122.612314
"Chaska, MN",44.7894072,-93.6021791
"Colonial Heights, VA",37.2555718,-77.4112016
"Wailuku, HI",20.8894684,-156.5089398
"San Lorenzo, CA",37.6810422,-122.1244088
"Canyon Lake, TX",29.8643185,-98.2437802
"Goleta, CA",34.4358295,-119.8276389
"Saratoga Springs, UT",40.3862792,-111.9130188
"Lewis Center, OH",40.1983958,-83.0101843
"Tehachapi, CA",35.1321878,-118.4489739
